銘柄コード,銘柄名,現在株価,時価総額(億円),PER,PBR,自己資本比率(%),流動資産,負債合計,投資有価証券,発行済株式数,Netキャッシュ,1株ネットキャッシュ,ネットキャッシュ比率,乖離率(%),欠損項目,エラー
4629.T,大伸化学,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4641.T,アルプス技研,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4635.T,東京インキ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4642.T,オリジナル設計,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4651.T,サニックスホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4657.T,環境管理センター,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4644.T,イマジニア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4645.T,市進ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4650.T,ＳＤエンターテイメント,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4658.T,日本空調サービス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4661.T,オリエンタルランド,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4662.T,フォーカスシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4671.T,ファルコホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4665.T,ダスキン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4664.T,アール・エス・シー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4673.T,川崎地質,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4668.T,明光ネットワークジャパン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4666.T,パーク２４,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4667.T,アイサンテクノロジー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4680.T,ラウンドワン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4679.T,田谷,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4674.T,クレスコ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4685.T,菱友システムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4676.T,フジ・メディア・ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4678.T,秀英予備校,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4684.T,オービック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4681.T,リゾートトラスト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4686.T,ジャストシステム,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4687.T,ＴＤＣソフト,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4689.T,ＬＩＮＥヤフー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4707.T,キタック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4705.T,クリップコーポレーション,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4694.T,ビー・エム・エル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4691.T,ワシントンホテル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4704.T,トレンドマイクロ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4709.T,ＩＤホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4712.T,ＫｅｙＨｏｌｄｅｒ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4722.T,フューチャー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4714.T,リソー教育グループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4720.T,城南進学研究社,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4718.T,早稲田アカデミー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4719.T,アルファシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4716.T,日本オラクル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4736.T,日本ラッド,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4743.T,アイティフォー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4728.T,トーセ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4732.T,ユー・エス・エス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4733.T,オービックビジネスコンサルタント,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4746.T,東計電算,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4735.T,京進,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4752.T,昭和システムエンジニアリング,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4761.T,さくらケーシーエス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4750.T,ダイサン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4754.T,トスネット,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4751.T,サイバーエージェント,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4755.T,楽天グループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4762.T,エックスネット,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4760.T,アルファ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4765.T,ＳＢＩグローバルアセットマネジメント,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4763.T,クリーク・アンド・リバー社,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4767.T,テー・オー・ダブリュー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4769.T,ＩＣ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4768.T,大塚商会,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4771.T,エフアンドエム,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4766.T,ピーエイ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4783.T,ＮＣＤ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4809.T,パラカ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4777.T,ガーラ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4776.T,サイボウズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4800.T,オリコン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4801.T,セントラルスポーツ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4784.T,ＧＭＯインターネット,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4792.T,山田コンサルティンググループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4811.T,ドリーム・アーツ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4820.T,イーエムシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4812.T,電通総研,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4813.T,ＡＣＣＥＳＳ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4819.T,デジタルガレージ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4825.T,ウェザーニューズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4814.T,ネクストウェア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4816.T,東映アニメーション,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4826.T,ＣＩＪ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4828.T,ビジネスエンジニアリング,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4829.T,日本エンタープライズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4832.T,ＪＦＥシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4838.T,スペースシャワーＳＫＩＹＡＫＩホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4845.T,スカラ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4840.T,トライアイズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4839.T,ＷＯＷＯＷ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4881.T,ファンペップ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4848.T,フルキャストホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4880.T,セルソース,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4875.T,メディシノバ・インク,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4847.T,インテリジェント　ウェイブ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4849.T,エン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4882.T,ペルセウスプロテオミクス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4883.T,モダリス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4884.T,クリングルファーマ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4885.T,室町ケミカル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4891.T,ティムス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4888.T,ステラファーマ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4887.T,サワイグループホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4886.T,あすか製薬ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4889.T,レナサイエンス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4890.T,坪田ラボ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4892.T,サイフューズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4896.T,ケイファーマ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4911.T,資生堂,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4893.T,ノイルイミューン・バイオテック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4912.T,ライオン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4901.T,富士フイルムホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4902.T,コニカミノルタ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4894.T,クオリプス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4918.T,アイビー化粧品,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4914.T,高砂香料工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4922.T,コーセーホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4920.T,日本色材工業研究所,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4925.T,ハーバー研究所,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4919.T,ミルボン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4926.T,シーボン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4923.T,コタ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4928.T,ノエビアホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4927.T,ポーラ・オルビスホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4934.T,プレミアアンチエイジング,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4933.T,Ｉ－ｎｅ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4935.T,リベルタ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4931.T,新日本製薬,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4929.T,アジュバンホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4932.T,アルマード,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4936.T,アクシージア,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4966.T,上村工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4958.T,長谷川香料,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4937.T,Ｗａｑｏｏ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4967.T,小林製薬,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4951.T,エステー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4956.T,コニシ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4960.T,ケミプロ化成,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4976.T,東洋ドライルーブ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4968.T,荒川化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4977.T,新田ゼラチン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4971.T,メック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4975.T,ＪＣＵ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4970.T,東洋合成工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4973.T,日本高純度化学,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4972.T,綜研化学,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4978.T,リプロセル,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4979.T,ＯＡＴアグリオ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4985.T,アース製薬,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4980.T,デクセリアルズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4996.T,クミアイ化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4994.T,大成ラミックグループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4992.T,北興化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4990.T,昭和化学工業,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5013.T,ユシロ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4997.T,日本農薬,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5010.T,日本精蝋,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5011.T,ニチレキグループ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5016.T,ＪＸ金属,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
4998.T,フマキラー,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5015.T,ビーピー・カストロール,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5018.T,ＭＯＲＥＳＣＯ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5019.T,出光興産,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5029.T,サークレイス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5028.T,セカンドサイトアナリティカ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5020.T,ＥＮＥＯＳホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5026.T,トリプルアイズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5021.T,コスモエネルギーホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5036.T,日本ビジネスシステムズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5033.T,ヌーラボ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5031.T,モイ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5035.T,ＨＯＵＳＥＩ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5037.T,フィットワークス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5032.T,ＡＮＹＣＯＬＯＲ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5034.T,ｕｎｅｒｒｙ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5025.T,マーキュリー,,,,,81.89115191396544,1137081000.0,245912000.0,1700000.0,,,,,,,株価または発行済株式数を取得できませんでした
5038.T,ｅＷｅＬＬ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5076.T,インフロニア・ホールディングス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5072.T,アートフォースジャパン,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5071.T,ヴィス,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5079.T,ノバック,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5078.T,セレコーポレーション,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
5077.T,ハンズ,,,,,,0.0,0.0,0.0,,,,,,"流動資産, 負債合計, 投資有価証券",株価または発行済株式数を取得できませんでした
